
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）, 摆放位置x:y:z（例如0:0:0）

GOODS,1,7,1.5:0:11
GOODS,2,7,1.5:0:0.5
GOODS,3,7,1.5:0:3.5
GOODS,4,7,1.5:0:6.5
GOODS,5,7,1.5:0:9.5
GOODS,6,7,1.5:0:12.5
GOODS,7,7,1.5:0:15.5
GOODS,8,7,1.5:0:18.5
GOODS,9,7,1.5:0:21.5
GOODS,10,7,1.5:0:24.5
GOODS,11,7,1.5:0:27.5
GOODS,12,7,1.5:0:30.5
GOODS,13,7,1.5:0:33.5
GOODS,14,7,1.5:0:36.5
GOODS,15,7,1.5:0:39.5
GOODS,16,7,1.5:0:42.5
GOODS,17,7,1.5:0:45.5
GOODS,18,7,1.5:0:48.5
GOODS,19,13,0:0:51.5
GOODS,20,13,-1.5:0:15.7
GOODS,21,13,0:0:26.25
GOODS,22,13,-1.5:0:36.1
GOODS,23,13,-1.5:0:48
GOODS,24,13,0:0:5.3
GOODS,25,17,-1.5:0.5:40
GOODS,26,17,0:0.5:16.8
GOODS,27,17,0:0.5:24.8
GOODS,28,17,-1.5:0.5:4.8
GOODS,29,17,0:0.5:34.89
GOODS,30,17,0:0.5:43.9
