
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,1.5:0:18
GOODS,1,5,0:0:44.7
GOODS,2,8,1.5:0:29
GOODS,3,24,5.62:0:43.15
GOODS,4,9,-4.7:0:26.87
GOODS,5,31,-1.5:0:24.43
GOODS,6,29,-1.5:0.5:14.74
GOODS,7,17,-1.5:0.5:18.84
GOODS,8,17,0:0.5:8.5
GOODS,9,17,1.5:0.5:36
GOODS,10,17,0:0.5:52.54
GOODS,11,17,-1.5:0.5:44
GOODS,12,13,0:0:12.55
GOODS,13,13,0:0:42.23
GOODS,14,13,1.5:0:42.23
GOODS,15,13,-1.5:0:51.7
GOODS,16,13,-1.5:0:48.7
GOODS,17,13,-1.5:0:25.95
GOODS,18,4,-1.5:1.8:34.29
GOODS,20,2,-1.5:0.5:33.75
GOODS,21,2,-1.5:0.5:34.85
GOODS,22,2,1.5:0.5:48.34
GOODS,23,26,1.5:0:40.3
GOODS,24,26,1.5:0:26.15
GOODS,25,26,0:0:23
