
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,1.5:0:22.65
GOODS,1,5,-1.5:0:18.71
GOODS,2,6,1.5:0:42.3
GOODS,3,6,-1.5:0:36.47
GOODS,4,7,-1.5:0:49.05
GOODS,5,8,-1.5:0:33.94
GOODS,6,8,1.5:0:53.57
GOODS,7,24,5.7:0:44.98
GOODS,8,17,0:0.5:18.49
GOODS,9,17,0:0.5:50.43
GOODS,10,17,-1.5:0.5:10.56
GOODS,11,17,-1.5:0.5:26.16
GOODS,12,17,1.5:0.5:35.88
GOODS,13,17,-1.5:0.5:44.1
GOODS,14,13,-1.5:0:6
GOODS,15,13,0:0:6
GOODS,16,29,0:0.5:31.11
GOODS,17,29,1.5:0.5:31.11
