
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,1.5:0:18
GOODS,1,8,1.5:0:27.8
GOODS,2,24,5.62:0:43.15
GOODS,3,24,4.9:0:44.95
GOODS,4,9,-4.7:0:13.1
GOODS,5,31,-1.5:0:24.43
GOODS,6,29,0:0.5:29.67
GOODS,7,17,-1.5:0.5:18.84
GOODS,8,17,0:0.5:8.5
GOODS,9,17,1.5:0.5:35.95
GOODS,10,17,0:0.5:52.27
GOODS,11,17,-1.5:0.5:44
GOODS,12,13,-1.5:0:12
GOODS,13,13,0:0:39.85
GOODS,14,13,1.5:0:42.23
GOODS,15,13,-1.5:0:51.7
GOODS,16,13,-1.5:0:48.61
GOODS,17,13,-1.5:0:25.6
GOODS,18,2,-1.5:0.5:50
GOODS,19,26,1.5:0:40.3
GOODS,20,26,1.5:0:26.15
GOODS,21,26,0:0:23
