
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,0:0:18.34
GOODS,1,8,1.5:0:27.8
GOODS,2,24,5.63:0:43.15
GOODS,3,24,4.9:0:44.95
GOODS,4,9,-4.66:0:13.1
GOODS,5,31,-1.5:0:24.43
GOODS,6,29,0:0.5:30.95
GOODS,7,17,1.5:0.5:7.67
GOODS,8,17,0:0.5:26.7
GOODS,9,17,1.5:0.5:36
GOODS,10,17,-1.5:0.5:52.27
GOODS,11,17,0:0.5:44.92
GOODS,12,20,0:0.5:16.5
GOODS,13,13,1.5:0:12
GOODS,14,13,0:0:39.85
GOODS,15,13,1.5:0:42.23
GOODS,16,13,0:0:51.7
GOODS,17,13,1.5:0:48.61
GOODS,18,13,-1.5:0:25.95
GOODS,19,13,-1.5:0:46
GOODS,20,26,1.5:0:40.3
GOODS,21,26,1.5:0:26.15
GOODS,22,26,0:0:23
GOODS,23,27,0:1.45:9
