
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）, 摆放位置x:y:z（例如0:0:0）

GOODS,1,17,0:0.5:6
GOODS,2,17,1.5:0.5:22.5
GOODS,3,17,0:0.5:31
GOODS,4,17,1.5:0.5:50.5
GOODS,5,17,0:0.5:14.5
GOODS,6,17,1.5:0.5:41
GOODS,7,13,1.5:0:1.5
GOODS,8,13,1.5:0:3
GOODS,9,13,0:0:10.5
GOODS,10,13,-1.5:0:18
GOODS,11,13,-1.5:0:25.5
GOODS,12,13,-1.5:0:35.5
GOODS,13,13,0:0:47.5
GOODS,14,13,0:0:35.5
GOODS,15,13,-1.5:0:47.5
GOODS,16,1,1.5:0.5:26.5
GOODS,17,1,1.5:2.5:41.95
GOODS,18,1,-1.5:0.5:23.5
GOODS,19,5,1.5:0:42.5
