
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）, 摆放位置x:y:z（例如0:0:0）

GOODS,1,17,0:0.5:3.5
GOODS,2,17,-1.5:0.5:11
GOODS,3,17,0:0.5:19.5
GOODS,4,17,1.5:0.5:18
GOODS,5,17,1.5:0.5:50.5
GOODS,6,17,0:0.5:37
GOODS,7,17,-1.5:0.5:44.5
GOODS,8,18,1.5:0.5:24
GOODS,9,13,-1.5:0:1
GOODS,10,13,0:0:8
GOODS,11,13,1.5:0:8
GOODS,12,13,-1.5:0:16
GOODS,13,13,1.5:0:23.5
GOODS,14,13,-1.5:0:31.5
GOODS,15,13,0:0:31.5
GOODS,16,13,1.5:0:40
GOODS,17,13,1.5:0:49.5
GOODS,18,13,0:0:49.5
GOODS,19,2,0:1:24
GOODS,20,2,0:1:25.3
GOODS,21,2,0:1:26.5
GOODS,22,1,1.5:3.5:24
