
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,1.5:0:28.66
GOODS,1,5,-1.5:0:18
GOODS,2,5,0:0:44.66
GOODS,3,24,5.62:0:43.2
GOODS,4,9,-4.66:0:13
GOODS,5,31,-1.5:0:24.43
GOODS,6,29,1.5:0.5:14.74
GOODS,7,17,0:0.5:23.7
GOODS,8,17,0:0.5:5.87
GOODS,9,17,1.5:0.5:36
GOODS,10,17,1.5:0.5:52.55
GOODS,11,17,-1.5:0.5:44
GOODS,12,13,0:0:13.9
GOODS,13,13,0:0:42.23
GOODS,14,13,1.5:0:42.23
GOODS,15,13,-1.5:0:51.7
GOODS,16,13,0:0:48.61
GOODS,17,13,-1.5:0:26
GOODS,18,4,-1.5:0.5:31.5
GOODS,19,2,-1.5:0.5:34
GOODS,20,2,-1.5:0.5:29
GOODS,21,2,0:0.5:42.27
GOODS,22,3,-1.5:2:17.95
GOODS,23,26,1.5:0:40.3
GOODS,24,26,0:0:17.4
GOODS,25,27,0:1.45:9.3
