
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）,摆放位置x:y:z（例如0:0:0）
GOODS,0,5,1.5:0:28.66
GOODS,1,5,-1.5:0:18
GOODS,2,5,1.5:0:44.66
GOODS,3,24,5.62:0:44.33
GOODS,4,9,-4.6:0:10.72
GOODS,5,17,0:0.5:31.5
GOODS,6,17,1.5:0.5:23.7
GOODS,7,17,0:0.5:5.9
GOODS,8,17,1.5:0.5:36
GOODS,9,17,1.5:0.5:52.54
GOODS,10,17,-1.5:0.5:44
GOODS,11,13,1.5:0:13.9
GOODS,12,13,0:0:42.3
GOODS,13,13,1.5:0:42.3
GOODS,14,13,-1.5:0:48.6
GOODS,15,13,0:0:48.6
GOODS,16,4,-1.5:1.8:12.55
GOODS,17,2,1.5:2.3:29
GOODS,18,2,-1.5:0.5:29
GOODS,19,29,0:0.5:14.74
GOODS,20,26,0:0:38.5
