
BUILDING,Surrounding
//BUILDING,UnderGround


//表头，自然id（从0开始），物品id（从物品表中选取）, 摆放位置x:y:z（例如0:0:0）

GOODS,1,17,1.5:0.5:23.2
GOODS,2,17,0:0.5:23.2
GOODS,3,17,-1.5:0.5:23.2
GOODS,4,17,1.5:0.5:13
GOODS,5,17,0:0.5:13
GOODS,6,17,-1.5:0.5:13
GOODS,7,17,1.5:0.5:41.37
GOODS,8,17,0:0.5:41.37
GOODS,9,17,-1.5:0.5:41.37
GOODS,10,17,1.5:0.5:50.5
GOODS,11,17,0:0.5:50.5
GOODS,12,17,-1.5:0.5:50.5
GOODS,13,17,-1.5:0.5:33
GOODS,14,13,0:0:18
GOODS,15,13,1.5:0:18
GOODS,16,13,-1.5:0:45.6
GOODS,17,13,0:0:45.6
GOODS,18,1,0:2.2:5.5
GOODS,19,5,0:0:5.5
GOODS,20,5,1.5:0:30.5
GOODS,21,5,0:0:30.5
